STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2017-Q4,,114.964,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2020-Q1,,110.1611,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2020-Q1,,74311.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q1,,76.31255,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2020-Q1,,83269.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q4,,3.898946,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q4,,65.98193,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2018-Q4,,3.033333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q4,,2.177371,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2018-Q4,,106.3887,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q4,,106.3434,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q4,,103.0706,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2018-Q4,,106.9504,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2013-Q1,,80.82919,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2013-Q1,,143323.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2013-Q1,,1.681829,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2013-Q1,,-0.1185209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2013-Q1,,62.07077,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2013-Q1,,97.77344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2013-Q1,,97.79041,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2013-Q1,,0.22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2013-Q1,,99.24607,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2015-Q4,,74.25162,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2015-Q4,,79431.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2015-Q4,,93.17561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2015-Q4,,100.0823,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2015-Q4,,0.3633333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2015-Q4,,99.54669,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2015-Q4,,0.4662646,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2015-Q4,,2.007566,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2015-Q4,,104.5404,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2014-Q1,,97.47028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2014-Q1,,68329,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q1,,72.89051,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2014-Q1,,76981.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2014-Q1,,120.2814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2014-Q1,,97.47209,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q1,,67.77216,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2016-Q1,,101.3521,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2016-Q1,,70652,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2016-Q1,,74.69359,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2016-Q1,,80284.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2016-Q1,,87.27815,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2016-Q1,,99.67956,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2016-Q1,,69.24429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2012-Q1,,94.09658,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2012-Q1,,66626.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2012-Q1,,62.04531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2012-Q1,,72.057,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2012-Q1,,75199.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2012-Q1,,120.4571,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2012-Q1,,95.51077,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2012-Q1,,4.44871,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2012-Q1,,66.96034,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q4,,71.7344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2011-Q4,,61.94026,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2011-Q4,,74930,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2011-Q4,,116.8715,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2011-Q4,,94.86432,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2011-Q4,,0.4233333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2011-Q4,,97.18027,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2011-Q4,,2.16097,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2011-Q4,,75.57861,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2009-Q4,,70.74146,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2009-Q4,,62.48634,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2009-Q4,,72810,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2009-Q4,,99.48085,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2009-Q4,,88.01623,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2009-Q4,,0.2233333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2009-Q4,,89.5621,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2009-Q4,,1.743117,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q4,,1.270248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2010-Q4,,92.35526,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2010-Q4,,92.14383,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q4,,5.837083,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q4,,1.627278,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q4,,66.444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2010-Q4,,2.863333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2010-Q4,,91.63545,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2021-Q4,,98.76247,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2021-Q4,,75.46375,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2021-Q4,,82346.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2021-Q4,,0.14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2021-Q4,,6.689106,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2021-Q4,,110.0077,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2021-Q4,,117.1982,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2021-Q4,,154.1609,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q4,,12.66523,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q4,,66.48351,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2022-Q4,,3.83,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2012-Q3,,1.643333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2012-Q3,,95.06419,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2017-Q2,,1.08,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2017-Q2,,1.901991,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2017-Q2,,112.0222,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2017-Q2,,71829.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2011-Q2,,0.22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2011-Q2,,95.27521,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2011-Q2,,1.494672,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2011-Q2,,72.7792,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2011-Q2,,65478,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q3,,8.980404,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q3,,65.66227,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2018-Q3,,2.926667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q3,,2.240878,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q3,,106.4046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2018-Q3,,102.9375,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2018-Q3,,2.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2018-Q3,,106.5455,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q4,,0.3807728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q4,,70.97499,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2018-Q4,,156643,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2018-Q4,,101.0678,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q4,,76.1143,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2018-Q4,,82960.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2018-Q4,,98.95457,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2018-Q4,,2.54,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q3,,25.47836,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q3,,66.7404,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2022-Q3,,3.106667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q3,,6.288214,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2022-Q3,,152.4799,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2022-Q3,,102.3967,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2022-Q3,,2.823333,,A,,,,,,,
